experiment,condition,system,trial,run_id,loss_rate,ack_loss_rate,rtt_ms,jitter_ms,loss_schedule,seed,file_bytes,window_size,rto_s,completion_time_s,goodput_bytes_per_s,delivered_bytes,retransmission_count,retransmission_overhead,switch_count,handshake_count,gbn_residence_s,sr_residence_s,rtt_mean_ms,final_mode,integrity_success,status,error,wall_clock_s,started_utc,log_dir,sender_events_sha256,receiver_events_sha256
E6,loss20,fixed-hybrid,4,E6_fixed-hybrid_loss20_trial04,0.2,0.0,100.0,0.0,,1590218836,1048576,8,0.4,136.33558,7691.139759701759,1048576,2074,0.6694641704325371,0,1,136.332453,0.0,124.67033707865197,gbn,True,ok,,138.668,1789655749.562,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E6_fixed-hybrid_loss20_trial04,163f13c08c05a8261f76f30907cd526b92c11f1ef0a7b7162bce5bf3d61e1c4b,122e9a26d516f55aedc1badee25ae45ce97287520cc2ce63b1f32655fa75019f
E7,rtt010,gbn,0,E7_gbn_rtt010_trial00,0.05,0.0,10.0,0.0,,1193445366,1048576,8,0.2,16.30527,64309.02401493505,1048576,448,0.30434782608695654,0,0,16.301661,0.0,31.02956296296298,gbn,True,ok,,18.645,1789655888.331,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt010_trial00,e08c57d3174987701af9b254bfb0a038276b68cf9d33c5b6f6ce7ca26c8848b7,f19b6339415545af727d8072bb527252663872af2136067b3ff71bf03b7d70d2
E7,rtt010,sr,0,E7_sr_rtt010_trial00,0.05,0.0,10.0,0.0,,1193445366,1048576,8,0.2,12.124513,86483.96846949647,1048576,56,0.05185185185185185,0,0,0.0,12.121401,31.1134705882353,sr,True,ok,,14.464,1789655907.024,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt010_trial00,c4539dd29b48b4455f3f65f3a1777356eacaaf2776c465bf6c36636eb0e02232,f3ed840a7af8900cf02a8854a26807fb3d141a54ef1ba0873bae4b8dfbe57cdf
E7,rtt010,hybrid,0,E7_hybrid_rtt010_trial00,0.05,0.0,10.0,0.0,,1193445366,1048576,8,0.2,12.354257,84875.6829326118,1048576,104,0.09219858156028368,1,1,2.3715530000000005,9.979405000000002,31.21426980728052,sr,True,ok,,14.734,1789655921.529,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt010_trial00,a3a5738d712fd20388096ae0f1614edd7067f78afb940efcf1785d5c6f2d653b,fc325db3fcb7403dcca95657f9fa14f6d219078b33f29138232790d1cff9bafb
E7,rtt010,gbn,1,E7_gbn_rtt010_trial01,0.05,0.0,10.0,0.0,,635582463,1048576,8,0.2,16.001752,65528.82459370699,1048576,432,0.2967032967032967,0,0,15.997535,0.0,30.811791304347825,gbn,True,ok,,18.39,1789655936.317,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt010_trial01,38fba1d73f80115547ac14ef484688fabbfc8d98c4eefddca98e2406f9e6236d,b8bf9b9e23a89a4d56d3a901fe3fca44d7af69954d9f3d95c950bf2e4d8897b6
E7,rtt010,sr,1,E7_sr_rtt010_trial01,0.05,0.0,10.0,0.0,,635582463,1048576,8,0.2,12.451917,84210.00557584828,1048576,56,0.05185185185185185,0,0,0.0,12.448967,31.17916255144035,sr,True,ok,,14.791,1789655954.758,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt010_trial01,397b8719ab19f0f61a1b058be783b1333d16640b14c59e78e95b7ecb0a72f8e6,0a09c4e901959b41d6da80631e71b360d638eb2871b345f5eb182883aed7db7f
E7,rtt010,hybrid,1,E7_hybrid_rtt010_trial01,0.05,0.0,10.0,0.0,,635582463,1048576,8,0.2,12.65821,82837.62080104533,1048576,90,0.0807899461400359,1,1,1.513037,11.142125,31.087934805467917,sr,True,ok,,14.996,1789655969.589,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt010_trial01,821cca8545dc4e1ca369e6dd73a6624f3a883e55966df13b2fd7a3c4d827b583,029cdc12af5bb31016273ed10d57efaa551da7cae1c142d59ef62fcd337436d0
E7,rtt010,gbn,2,E7_gbn_rtt010_trial02,0.05,0.0,10.0,0.0,,611245177,1048576,8,0.2,15.172431,69110.61253137352,1048576,404,0.28291316526610644,0,0,15.169417,0.0,31.175137588652458,gbn,True,ok,,17.512,1789655984.632,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt010_trial02,b46ec737959ad72c11cc513f6b335e2223f17cb8cdd13b0c18849a549d2c1bd6,351991ac4d455e0d217855b672da219f10a40548fe4d1cdf5abba5ac122cd334
E7,rtt010,sr,2,E7_sr_rtt010_trial02,0.05,0.0,10.0,0.0,,611245177,1048576,8,0.2,11.223298,93428.5091601417,1048576,49,0.045666356011183594,0,0,0.0,11.220125,31.20863050153529,sr,True,ok,,13.579,1789656002.19,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt010_trial02,fe5ddc2f016ab321fae018169334cff0ffef00617172287d3c123b1e778d6271,1ae03bc23b35f1e18b980997cfc8e419e5aab0cebb4325e546ed4f7541c0f963
E7,rtt010,hybrid,2,E7_hybrid_rtt010_trial02,0.05,0.0,10.0,0.0,,611245177,1048576,8,0.2,11.913864,88013.09130270414,1048576,80,0.07246376811594203,1,1,1.377973,10.532653,31.167799154334052,sr,True,ok,,14.275,1789656015.825,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt010_trial02,84a2f432ca895d66b8be2f76757ff295dde74c2f9e411f927867024be205f473,c93e758b136a36091e6895c8fc90274d84eac2abebb6134b2b496a51bbb52ec8
E7,rtt010,gbn,3,E7_gbn_rtt010_trial03,0.05,0.0,10.0,0.0,,433810690,1048576,8,0.2,16.246767,64540.59444565187,1048576,442,0.3015006821282401,0,0,16.243671999999997,0.0,30.994545586107098,gbn,True,ok,,18.597,1789656030.145,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt010_trial03,e69474894c4d761f27464670f7911cb7ad0989bf295c31bf363eb45cb386e711,f4df4bb291242064958eaa0b57985540289f9a7224e9bc58db13f78bfbd57ff6
E7,rtt010,sr,3,E7_sr_rtt010_trial03,0.05,0.0,10.0,0.0,,433810690,1048576,8,0.2,12.19991,85949.48651260542,1048576,56,0.05185185185185185,0,0,0.0,12.196867999999998,31.16090329218108,sr,True,ok,,14.54,1789656048.797,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt010_trial03,5e986a530fc878dd2c0070de9a892672c64c3fbf3f250308487a9ad680089cab,f6e7a344f81765e3d77c2b2fdb78e3828033415d8145545439f2324d87c7faa7
E7,rtt010,hybrid,3,E7_hybrid_rtt010_trial03,0.05,0.0,10.0,0.0,,433810690,1048576,8,0.2,12.668109,82772.89057111839,1048576,116,0.10175438596491228,1,1,2.53395,10.130343,31.156927801724127,sr,True,ok,,15.013,1789656063.388,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt010_trial03,415f684fd19ce4fe4d9b89cfcb3cb674491c1a8d81fd9aa1c912f0d7e4b0f7d0,b79d2f97e655c034b85b8872f869891348eb1093109429a967aef8a2b4f327dc
E7,rtt010,gbn,4,E7_gbn_rtt010_trial04,0.05,0.0,10.0,0.0,,1959979285,1048576,8,0.2,13.584972,77186.46751719473,1048576,312,0.23353293413173654,0,0,13.582630000000002,0.0,31.018692207792174,gbn,True,ok,,15.929,1789656078.45,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt010_trial04,974b3c9519be6bdb0979ed654de9efa818c4d1b73773d89f0486e147e4ae58fc,f253324334335b98f936863ee5309d748b8c7e2bc37110c7fe329216d74eeef6
E7,rtt010,sr,4,E7_sr_rtt010_trial04,0.05,0.0,10.0,0.0,,1959979285,1048576,8,0.2,11.809738,88789.09930093284,1048576,47,0.04388422035480859,0,0,0.0,11.807096,31.151039877300622,sr,True,ok,,14.151,1789656094.426,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt010_trial04,5f7a620a10413151ac1e176531fb5bfccf0e0aae97da09f5116f9b5f88344c95,1f8f1e95162c336f6659d60d5fd041e71215c027d7985afa83c3e4a61f33746f
E7,rtt010,hybrid,4,E7_hybrid_rtt010_trial04,0.05,0.0,10.0,0.0,,1959979285,1048576,8,0.2,11.94418,87789.7017626995,1048576,67,0.0614115490375802,1,1,2.464117,9.477692999999999,31.061992693110657,sr,True,ok,,14.314,1789656108.627,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt010_trial04,9a70f75c53827b91df8e15ea61c5be37997f2dee4ddbbb21847b757eb7a9bc3d,3ed5f4f8c7c1fe0c27f394f3219517baf9ccc9208a40d60b4b609edfe4cd0a60
E7,rtt050,gbn,0,E7_gbn_rtt050_trial00,0.05,0.0,50.0,0.0,,3095114495,1048576,8,0.2,21.739831,48232.94164522254,1048576,471,0.31505016722408025,0,0,21.736634,0.0,62.126412576687095,gbn,True,ok,,24.079,1789656122.985,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt050_trial00,53edee5a85a3bf71c341258d90cbf597f4fbff0fc9e67374a7c7bfdb2bb8afd5,5856ea33b5efa056e3e75f6ce0d4a62dcf0c6189ff42eb84baa31013d5e385d1
E7,rtt050,sr,0,E7_sr_rtt050_trial00,0.05,0.0,50.0,0.0,,3095114495,1048576,8,0.2,15.43086,67953.17953762785,1048576,52,0.048327137546468404,0,0,0.0,15.427707,62.31047897435896,sr,True,ok,,17.767,1789656147.112,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt050_trial00,256d6340c2995b3e83fac692f4af777cb042c236917d75841628c8e91e47b6cb,d555230c6a63a68385baafa63f09873dfab39f6dfe2b02c119ae054030261497
E7,rtt050,hybrid,0,E7_hybrid_rtt050_trial00,0.05,0.0,50.0,0.0,,3095114495,1048576,8,0.2,16.546716,63370.64103837885,1048576,123,0.10723626852659111,3,3,4.463183000000001,12.08035,62.52034929270945,sr,True,ok,,18.875,1789656164.92,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt050_trial00,b616074ac2eead2b332432a75324e9d1573c4ae5c57af976b0a11923c52ee391,c7db031bf04d78d736a0ecbb8d73b6202bbcaacf1b58ac6d5f7f44bf0c14b314
E7,rtt050,gbn,1,E7_gbn_rtt050_trial01,0.05,0.0,50.0,0.0,,1091191387,1048576,8,0.2,22.785993,46018.44650790509,1048576,506,0.330718954248366,0,0,22.782806,0.0,62.15598848684209,gbn,True,ok,,25.111,1789656183.846,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt050_trial01,95ef6bb3bce97d094013a5fdfd0c49ac518c5f1750b09d73165bd0201228e67c,244668c92cb61a2b5b6520b87ea607d7c7d5f4fa06eb857c47e5942ba26c21a4
E7,rtt050,sr,1,E7_sr_rtt050_trial01,0.05,0.0,50.0,0.0,,1091191387,1048576,8,0.2,16.820368,62339.658680475965,1048576,54,0.05009276437847866,0,0,0.0,16.816684,62.06419404517457,sr,True,ok,,19.164,1789656209.018,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt050_trial01,14291d5a5e7af2ac4a28891312c8e86d795462f23eca4d205967457f52f3d949,4ef3e510c4731046e824b7ec300fcfff3f29495f5bbb0c176a7142635db8e096
E7,rtt050,hybrid,1,E7_hybrid_rtt050_trial01,0.05,0.0,50.0,0.0,,1091191387,1048576,8,0.2,18.562386,56489.28968506527,1048576,99,0.0881567230632235,1,1,2.242433,16.316785,62.32860484720758,sr,True,ok,,20.941,1789656228.229,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt050_trial01,0d64cf7947c8756378e5ccfbf2de1dca67b937c8b25fc637984630cbb622e1dd,051009f91ee5d853b03864b7cc59adf9b90ef975e0992ab5ddcb54d241fe8381
E7,rtt050,gbn,2,E7_gbn_rtt050_trial02,0.05,0.0,50.0,0.0,,4170511010,1048576,8,0.2,18.941408,55358.92579896912,1048576,336,0.24705882352941178,0,0,18.938578999999997,0.0,62.24402956989247,gbn,True,ok,,21.271,1789656249.212,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt050_trial02,0a7edc074365dd0dc2bc96aabcd1199d18a66f341b720fd485b4e78b0eefa8b7,0c847f1ed7fb55ec148dcfbaa2e9f55e691acdbbde74a7590a8aa63ce96e626e
E7,rtt050,sr,2,E7_sr_rtt050_trial02,0.05,0.0,50.0,0.0,,4170511010,1048576,8,0.2,14.411773,72758.2928207376,1048576,37,0.034872761545711596,0,0,0.0,14.409130000000001,62.4908074974671,sr,True,ok,,16.751,1789656270.538,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt050_trial02,8f8ae6fa4a91a775b03fd8b71d54383551f4bb4923338ffb40d28db0ebf36c90,f927842a99a0662caa21e27fc4cbcfb629f97309e6ef524561ac228adb3953c3
E7,rtt050,hybrid,2,E7_hybrid_rtt050_trial02,0.05,0.0,50.0,0.0,,4170511010,1048576,8,0.2,14.968698,70051.24961436192,1048576,65,0.05968778696051423,1,1,3.3100140000000002,11.655752,62.282806217616574,sr,True,ok,,17.313,1789656287.335,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt050_trial02,c9438e1ffb5df7ac7741973ca8cb54adbab143b7c76a0c760742b18e9a44349e,5a795d5e89f8f24fa6f2077dc43eed564026ee9cf9e5a1e0521deb41687534e0
E7,rtt050,gbn,3,E7_gbn_rtt050_trial03,0.05,0.0,50.0,0.0,,2789493724,1048576,8,0.2,19.533001,53682.278519312014,1048576,360,0.26011560693641617,0,0,19.529889999999998,0.0,62.15665314685315,gbn,True,ok,,21.907,1789656304.692,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt050_trial03,47e23f9c760ce13c2e06bc56cb4cb9a3b6f35af3d3fba4d78b36d9dd31c388a6,ea396d2064d508137760cf27fbe4651eab2f553025fc393e8a03d2d1f8a83cda
E7,rtt050,sr,3,E7_sr_rtt050_trial03,0.05,0.0,50.0,0.0,,2789493724,1048576,8,0.2,16.508081,63518.95171825241,1048576,49,0.045666356011183594,0,0,0.0,16.505595000000003,62.20073517382413,sr,True,ok,,18.887,1789656326.651,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt050_trial03,75be1680053965dee86a1f6c176df65551144e2a86f138f2fbab259056a432ac,8f09640cf6d8172e6648c1ceadaca0b13f5206a8e4c48eac49bb2b146e2acca2
E7,rtt050,hybrid,3,E7_hybrid_rtt050_trial03,0.05,0.0,50.0,0.0,,2789493724,1048576,8,0.2,16.876309,62133.01735586852,1048576,86,0.07747747747747748,1,1,3.350504,13.52333,62.383265392781325,sr,True,ok,,19.211,1789656345.58,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt050_trial03,027cc4d1a430a4766091fb753e778787ea885949fe3dce3e2626762a35f8264b,ccfe3efdcdd8cb5f6cd4a0fa78bb98a2b0d454dea4df2111ee2c7faeb8658c1a
E7,rtt050,gbn,4,E7_gbn_rtt050_trial04,0.05,0.0,50.0,0.0,,3834268839,1048576,8,0.2,22.105397,47435.29374297146,1048576,480,0.3191489361702128,0,0,22.102227,0.0,62.23051010886468,gbn,True,ok,,24.418,1789656364.835,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt050_trial04,20db4e4c3a9581cf86be0af84690857bd2edbf45cba4f60f66f88613547cbc3b,4ae1c1b4b4f72e767673a45ce6853c64d95277bdda1f376b2f687922e26405c3
E7,rtt050,sr,4,E7_sr_rtt050_trial04,0.05,0.0,50.0,0.0,,3834268839,1048576,8,0.2,16.940797,61896.497549672546,1048576,69,0.06312900274473925,0,0,0.0,16.937032,62.27543229166667,sr,True,ok,,19.265,1789656389.304,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt050_trial04,96d8d7731c2e03e75145557b6afa6fcdf2e54fa84b62d26b772d2cde47719b82,ebbe5802b37f0c96357d583823095571388c64bd9bc6ce70dc09924661fdc3b5
E7,rtt050,hybrid,4,E7_hybrid_rtt050_trial04,0.05,0.0,50.0,0.0,,3834268839,1048576,8,0.2,18.195541,57628.18483935158,1048576,128,0.1111111111111111,1,1,2.948787,15.243621999999998,62.46674002157499,sr,True,ok,,20.472,1789656408.618,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt050_trial04,e186ff298fd9bbc0503af058ae8c53bd913497ff7dae2663d58378d932981a58,09787f3d126729a72a542f88aef201c3d12e0c4987fce805fdfae948ee2f90e2
E7,rtt100,gbn,0,E7_gbn_rtt100_trial00,0.05,0.0,100.0,0.0,,411125476,1048576,8,0.4,42.993356,24389.256795863996,1048576,456,0.3081081081081081,0,0,42.990182000000004,0.0,124.745888888889,gbn,True,ok,,45.286,1789656429.116,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt100_trial00,d76ef0faad3a3346c26bc331b263790402a6a8ed5876461352c80e39ef23f6c0,67bd7b99fffd00df6b9369fed9b2626dc6e467db2db7db2bcb8c3504e1dc25f4
E7,rtt100,sr,0,E7_sr_rtt100_trial00,0.05,0.0,100.0,0.0,,411125476,1048576,8,0.4,32.606129,32158.86191212701,1048576,66,0.060550458715596334,0,0,0.0,32.603119,124.86970031217486,sr,True,ok,,34.904,1789656474.466,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt100_trial00,d1c6605da4d825c694e0778470061eab66e2b36d1ac1a47e879880f1ecb7f0d9,cd4f65909933850515f102091805d98638d75720b447cad5681ba47565622788
E7,rtt100,hybrid,0,E7_hybrid_rtt100_trial00,0.05,0.0,100.0,0.0,,411125476,1048576,8,0.4,34.264148,30602.716285255367,1048576,98,0.0873440285204991,1,1,3.7708230000000005,30.490105999999997,124.80776149732617,sr,True,ok,,36.543,1789656509.413,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt100_trial00,980f9eb803fe512c0181e6b23162404f5241e471edd99629a73bb3d6bf64258f,8f2d8a69f3fa2a48b119c4c8491dd1f9d0d7eca5eff6b8ca82c5d39d5918422b
E7,rtt100,gbn,1,E7_gbn_rtt100_trial01,0.05,0.0,100.0,0.0,,1803502599,1048576,8,0.4,37.947796,27632.065904433555,1048576,376,0.26857142857142857,0,0,37.944576999999995,0.0,124.50223285714284,gbn,True,ok,,40.224,1789656546.01,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt100_trial01,32ace7f6affe5a31144ebba2f2ff54cdc4bda174485e9f4db14132e4e39361e0,86248f4ed9aa4e71b60d044009b4197fb01b15f3b511da6cc306da0d46872bb8
E7,rtt100,sr,1,E7_sr_rtt100_trial01,0.05,0.0,100.0,0.0,,1803502599,1048576,8,0.4,30.048691,34895.89613071664,1048576,48,0.04477611940298507,0,0,0.0,30.045429000000002,124.81775562372191,sr,True,ok,,32.355,1789656586.29,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt100_trial01,b012d4d0f36524e721ba381f5450a6df4ffb15425eecbbd6fe5304fa2fa2a186,a9c9d387ce6f58cc137b2a3b8e5d310c441a4101b72a06c6c6ec27dee21322b0
E7,rtt100,hybrid,1,E7_hybrid_rtt100_trial01,0.05,0.0,100.0,0.0,,1803502599,1048576,8,0.4,31.216744,33590.17839913093,1048576,79,0.07162284678150499,1,1,3.8973890000000004,27.315938999999997,124.89797589098532,sr,True,ok,,33.508,1789656618.692,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt100_trial01,af1b02fd89145654f36d4798e8c21a3bbb77045c01dfa68785b12cb399b9a9d0,b0260e624927b192617ac87094a9619a5e8406827ff827fe1a9790ee5254c85b
E7,rtt100,gbn,2,E7_gbn_rtt100_trial02,0.05,0.0,100.0,0.0,,3177642179,1048576,8,0.4,48.167603,21769.320761093302,1048576,533,0.34232498394348104,0,0,48.163698,0.0,124.65475041597337,gbn,True,ok,,50.411,1789656815.174,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt100_trial02,a6aa4d862170dcf2cf29916a545039c03a04c134f9cbe9a38690f9ae9640427a,b31699327f6e3d8d7f79f45d5d8d6882a48f9040d3e586141631898c493dce5d
E7,rtt100,sr,2,E7_sr_rtt100_trial02,0.05,0.0,100.0,0.0,,3177642179,1048576,8,0.4,33.909272,30922.987671336617,1048576,65,0.05968778696051423,0,0,0.0,33.906504999999996,124.63968854166666,sr,True,ok,,36.17,1789656865.619,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt100_trial02,c0c0e2f1f8d2ae42f64b64bf0ad305c7fe690c05af2e9966a1e55e1683018a82,05e2060d92ee1a7ee64c412bdf544b478e782a0196caf353614c0b615b478d10
E7,rtt100,hybrid,2,E7_hybrid_rtt100_trial02,0.05,0.0,100.0,0.0,,3177642179,1048576,8,0.4,34.988913,29968.807547693752,1048576,103,0.09139307897071872,1,1,4.560771,30.424830999999998,124.73908207343409,sr,True,ok,,37.242,1789656901.815,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt100_trial02,8b8e23ced99e52474c5b4e9888a000c6fb199fe80624bffab8fcb994525d8708,c8a2b4f77b178b9dd18c7462fc090d8133464044b003b8e4996a2e9a5607bedb
E7,rtt100,gbn,3,E7_gbn_rtt100_trial03,0.05,0.0,100.0,0.0,,4206644659,1048576,8,0.4,42.890688,24447.63767836972,1048576,456,0.3081081081081081,0,0,42.887724999999996,0.0,125.09839589442814,gbn,True,ok,,45.122,1789656939.084,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt100_trial03,eeff791aa6124295e4cb6fba37140167b839ece78492bc5decf82563ac5d8bfa,1193fceaa837223f903b492d82a79d0c5f91f313864bbce25c96b20022585d81
E7,rtt100,sr,3,E7_sr_rtt100_trial03,0.05,0.0,100.0,0.0,,4206644659,1048576,8,0.4,32.024296,32743.139771128772,1048576,58,0.053604436229205174,0,0,0.0,32.021233,124.8247530864198,sr,True,ok,,34.26,1789656984.238,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt100_trial03,e491a621f9c4d153e33f81b3064461eadcbd7d89f953651b20d26fd34dc34424,61b00883a45f99bb2129746ab95975f07e021d1e84d8c0b811c1a700b5b21f33
E7,rtt100,hybrid,3,E7_hybrid_rtt100_trial03,0.05,0.0,100.0,0.0,,4206644659,1048576,8,0.4,32.278906,32484.867981585252,1048576,64,0.058823529411764705,1,1,3.520882,28.754574,124.85347619047623,sr,True,ok,,34.537,1789657018.522,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt100_trial03,4d3067d8805b1915705c93ad762a1145ef5151e1fee6f37598acc2a8b3506892,ca68106247efdde0665e5ad47b65667ab84ee8013f6bc564ea40e502901ae9bd
E7,rtt100,gbn,4,E7_gbn_rtt100_trial04,0.05,0.0,100.0,0.0,,813732774,1048576,8,0.4,37.008728,28333.208317778444,1048576,360,0.26011560693641617,0,0,37.005722999999996,0.0,124.7996260053619,gbn,True,ok,,39.252,1789657053.085,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt100_trial04,54ff2ad33cef42dc193abb1035520de909f0d1acead483a3a3c9bac95aeded32,df3a3c8e627b57b539f4b1da79683f6bcf1920099c4481275f6620c260d9ab0f
E7,rtt100,sr,4,E7_sr_rtt100_trial04,0.05,0.0,100.0,0.0,,813732774,1048576,8,0.4,30.401639,34490.772027126564,1048576,49,0.045666356011183594,0,0,0.0,30.398547,124.85252706843724,sr,True,ok,,32.645,1789657092.365,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt100_trial04,bf1518e1255ac2adb349e43508ea49ef20ca13c4ea8f9e8ae06e496c2b9d66de,ac95cf56ed544b09b30f23df2cafae2e4cc6ab35d4b774eefa6645a8c0663f33
E7,rtt100,hybrid,4,E7_hybrid_rtt100_trial04,0.05,0.0,100.0,0.0,,813732774,1048576,8,0.4,33.041657,31734.970192324192,1048576,90,0.0807899461400359,3,3,7.095222,25.943551,124.85961481481479,sr,True,ok,,35.286,1789657125.036,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt100_trial04,38fc1b1e734d81b262de856225aa6d95b895a8ede81cf4dc0de319933df9392b,5caa33753672bf8e04a4b194cbc78b77fdf52f01a43a22b3c6aa9f4ba5878d1c
E7,rtt500,gbn,0,E7_gbn_rtt500_trial00,0.05,0.0,500.0,0.0,,4294924872,1048576,8,2.0,195.736156,5357.088958056374,1048576,456,0.3081081081081081,0,0,195.73320800000002,0.0,519.1995046874997,gbn,True,ok,,197.777,1789657160.347,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt500_trial00,e5f230def6c6307626ad2aba33fb36617b3c1d7d03997c48967ea33ce593825b,24d0199bc2a8d087c4a7fa0b3a7dc50ce4ccda63f98e48a2fce2d5ba45f22e80
E7,rtt500,sr,0,E7_sr_rtt500_trial00,0.05,0.0,500.0,0.0,,4294924872,1048576,8,2.0,144.605762,7251.273984504159,1048576,52,0.048327137546468404,0,0,0.0,144.60282899999999,519.9435601233298,sr,True,ok,,146.647,1789657358.154,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt500_trial00,4b3483e40245671990595cb02a30960058db6ac4e23f2403f76241d3e3671997,02ef3198d9c78aa2d4945400ac2d5a5a2336d182abec8b0ac04b640c7a157fdd
E7,rtt500,hybrid,0,E7_hybrid_rtt500_trial00,0.05,0.0,500.0,0.0,,4294924872,1048576,8,2.0,148.502721,7060.9884649857695,1048576,90,0.0807899461400359,1,1,20.440394,128.059324,521.6680846560847,sr,True,ok,,150.555,1789657504.826,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_hybrid_rtt500_trial00,10c84f538fb796ec675f9cbf60f1bddc6d19df93583825d50be6c6129478da2f,38bba3649ab5f14284a1525937530c739390b01f29e1cb16fb75585d63424dd1
E7,rtt500,gbn,1,E7_gbn_rtt500_trial01,0.05,0.0,500.0,0.0,,3070715599,1048576,8,2.0,165.970089,6317.86128643939,1048576,344,0.25146198830409355,0,0,165.967114,0.0,521.2487170596387,gbn,True,ok,,168.018,1789657655.408,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_gbn_rtt500_trial01,c648768f91718ff7b7e8d4c4a7bfa4cb9b113f89e1503bf9ac165eefd9af5133,c0a7cfbad9218c3b53ff256bb7292cbcf47bea00d3dcff48366dd3165cb58333
E7,rtt500,sr,1,E7_sr_rtt500_trial01,0.05,0.0,500.0,0.0,,3070715599,1048576,8,2.0,136.283095,7694.101751945096,1048576,44,0.04119850187265917,0,0,0.0,136.279692,521.475806122449,sr,True,ok,,138.347,1789657823.452,C:\Users\Ishaan Gupta\Hybrid-ARQ\logs\experiments\E7_sr_rtt500_trial01,91dc92e114353c335b761895ee6fe449023fc76471bc4a7452c8b80e73e6ad13,df73e623e85371e8a8f00af548e82373d77bdcf4851bfb3f9b3514499f12a014
