stage,run_id,system,loss_rate,loss_schedule,rtt_ms,switch_high,switch_low,hysteresis_count,evaluation_interval_segments,min_mode_residence_s,trial,seed,file_bytes,window_size,rto_s,completion_time_s,goodput_bytes_per_s,retransmission_count,retransmission_overhead,switch_count,handshake_count,abandoned_switches,gbn_residence_s,sr_residence_s,final_mode,integrity_success,error
entry,entry_hybrid_h0.5_l0.02_n2_L0.2_t1,hybrid,0.2,,0.0,0.5,0.02,2,20,1.0,1,1295656166,262144,8,0.2,10.484969,25001.886033234816,131,0.3385012919896641,1,1,0,4.1044860000000005,6.379163999999999,sr,True,
entry,entry_hybrid_h0.5_l0.02_n3_L0.2_t1,hybrid,0.2,,0.0,0.5,0.02,3,20,1.0,1,1295656166,262144,8,0.2,13.15341,19929.73685150847,158,0.38164251207729466,1,1,0,3.9145299999999996,9.236896,sr,True,
entry,entry_gbn_L0.2_t2,gbn,0.2,,0.0,,,,,,2,2865629880,262144,8,0.2,14.825514,17681.950183986875,565,0.6881851400730816,0,0,0,14.824317,0.0,gbn,True,
entry,entry_sr_L0.2_t2,sr,0.2,,0.0,,,,,,2,2865629880,262144,8,0.2,6.701241,39118.7244273113,64,0.2,0,0,0,0.0,6.6998619999999995,sr,True,
entry,entry_hybrid_h0.05_l0.02_n1_L0.2_t2,hybrid,0.2,,0.0,0.05,0.02,1,20,1.0,2,2865629880,262144,8,0.2,7.699657,34046.19192777029,124,0.3263157894736842,1,1,0,1.687042,6.01116,sr,True,
entry,entry_hybrid_h0.05_l0.02_n2_L0.2_t2,hybrid,0.2,,0.0,0.05,0.02,2,20,1.0,2,2865629880,262144,8,0.2,10.533121,24887.59029731074,157,0.3801452784503632,1,1,0,2.709913,7.821873,sr,True,
entry,entry_hybrid_h0.05_l0.02_n3_L0.2_t2,hybrid,0.2,,0.0,0.05,0.02,3,20,1.0,2,2865629880,262144,8,0.2,9.534616,27493.92319522884,216,0.4576271186440678,1,1,0,4.372432,5.161353,sr,True,
entry,entry_hybrid_h0.1_l0.02_n1_L0.2_t2,hybrid,0.2,,0.0,0.1,0.02,1,20,1.0,2,2865629880,262144,8,0.2,7.75585,33799.519072699964,124,0.3263157894736842,1,1,0,1.675286,6.077699999999999,sr,True,
entry,entry_hybrid_h0.1_l0.02_n2_L0.2_t2,hybrid,0.2,,0.0,0.1,0.02,2,20,1.0,2,2865629880,262144,8,0.2,10.547152,24854.4820440627,157,0.3801452784503632,1,1,0,2.713061,7.8326080000000005,sr,True,
entry,entry_hybrid_h0.1_l0.02_n3_L0.2_t2,hybrid,0.2,,0.0,0.1,0.02,3,20,1.0,2,2865629880,262144,8,0.2,9.501812,27588.84305435637,216,0.4576271186440678,1,1,0,4.359092,5.141310999999999,sr,True,
entry,entry_hybrid_h0.2_l0.02_n1_L0.2_t2,hybrid,0.2,,0.0,0.2,0.02,1,20,1.0,2,2865629880,262144,8,0.2,7.691287,34083.24250544805,124,0.3263157894736842,1,1,0,1.6615769999999999,6.027368,sr,True,
entry,entry_hybrid_h0.2_l0.02_n2_L0.2_t2,hybrid,0.2,,0.0,0.2,0.02,2,20,1.0,2,2865629880,262144,8,0.2,10.51461,24931.404968895662,157,0.3801452784503632,1,1,0,2.708541,7.803925,sr,True,
entry,entry_hybrid_h0.2_l0.02_n3_L0.2_t2,hybrid,0.2,,0.0,0.2,0.02,3,20,1.0,2,2865629880,262144,8,0.2,9.573287,27382.862333491095,216,0.4576271186440678,1,1,0,4.365348,5.205602000000001,sr,True,
entry,entry_hybrid_h0.35_l0.02_n1_L0.2_t2,hybrid,0.2,,0.0,0.35,0.02,1,20,1.0,2,2865629880,262144,8,0.2,7.734699,33891.945892141375,124,0.3263157894736842,1,1,0,1.7007910000000002,6.031648,sr,True,
entry,entry_hybrid_h0.35_l0.02_n2_L0.2_t2,hybrid,0.2,,0.0,0.35,0.02,2,20,1.0,2,2865629880,262144,8,0.2,10.758845,24365.440714128697,157,0.3801452784503632,1,1,0,2.70734,8.049977000000002,sr,True,
entry,entry_hybrid_h0.35_l0.02_n3_L0.2_t2,hybrid,0.2,,0.0,0.35,0.02,3,20,1.0,2,2865629880,262144,8,0.2,9.623632,27239.61182223094,216,0.4576271186440678,1,1,0,4.415415,5.205955,sr,True,
entry,entry_hybrid_h0.5_l0.02_n1_L0.2_t2,hybrid,0.2,,0.0,0.5,0.02,1,20,1.0,2,2865629880,262144,8,0.2,7.740096,33868.313778020325,124,0.3263157894736842,1,1,0,1.6786860000000001,6.059706,sr,True,
entry,entry_hybrid_h0.5_l0.02_n2_L0.2_t2,hybrid,0.2,,0.0,0.5,0.02,2,20,1.0,2,2865629880,262144,8,0.2,10.620594,24682.611914173536,157,0.3801452784503632,1,1,0,2.747373,7.871347,sr,True,
entry,entry_hybrid_h0.5_l0.02_n3_L0.2_t2,hybrid,0.2,,0.0,0.5,0.02,3,20,1.0,2,2865629880,262144,8,0.2,9.667154,27116.97775787993,216,0.4576271186440678,1,1,0,4.447512,5.218342,sr,True,
exit,exit_gbn_t0,gbn,0.15,3:0,0.0,,,,,,0,1380603884,262144,8,0.2,3.166057,82798.25663277699,120,0.3191489361702128,0,0,0,3.165089,0.0,gbn,True,
exit,exit_sr_t0,sr,0.15,3:0,0.0,,,,,,0,1380603884,262144,8,0.2,3.104463,84441.01282572864,32,0.1111111111111111,0,0,0,0.0,3.103105,sr,True,
exit,exit_hybrid_h0.1_l0.01_n1_t0,hybrid,0.15,3:0,0.0,0.1,0.01,1,20,1.0,0,1380603884,262144,8,0.2,3.181798,82388.63686506811,61,0.19242902208201892,2,2,0,1.0742760000000002,2.10632,gbn,True,
exit,exit_hybrid_h0.1_l0.01_n2_t0,hybrid,0.15,3:0,0.0,0.1,0.01,2,20,1.0,0,1380603884,262144,8,0.2,3.198524,81957.80303665066,69,0.2123076923076923,2,2,0,1.7093039999999997,1.4864260000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.01_n3_t0,hybrid,0.15,3:0,0.0,0.1,0.01,3,20,1.0,0,1380603884,262144,8,0.2,3.192032,82124.48998005032,88,0.2558139534883721,1,1,0,2.735129,0.4556610000000001,sr,True,
exit,exit_hybrid_h0.1_l0.02_n1_t0,hybrid,0.15,3:0,0.0,0.1,0.02,1,20,1.0,0,1380603884,262144,8,0.2,3.165036,82824.9662879032,61,0.19242902208201892,2,2,0,1.059919,2.1038680000000003,gbn,True,
exit,exit_hybrid_h0.1_l0.02_n2_t0,hybrid,0.15,3:0,0.0,0.1,0.02,2,20,1.0,0,1380603884,262144,8,0.2,3.189607,82186.92773122205,69,0.2123076923076923,2,2,0,1.696879,1.4915370000000001,gbn,True,
exit,exit_hybrid_h0.1_l0.02_n3_t0,hybrid,0.15,3:0,0.0,0.1,0.02,3,20,1.0,0,1380603884,262144,8,0.2,3.167126,82770.30973822955,88,0.2558139534883721,1,1,0,2.7231609999999997,0.44130800000000026,sr,True,
exit,exit_hybrid_h0.1_l0.05_n1_t0,hybrid,0.15,3:0,0.0,0.1,0.05,1,20,1.0,0,1380603884,262144,8,0.2,3.201883,81871.82354883048,61,0.19242902208201892,2,2,0,1.069076,2.130717,gbn,True,
exit,exit_hybrid_h0.1_l0.05_n2_t0,hybrid,0.15,3:0,0.0,0.1,0.05,2,20,1.0,0,1380603884,262144,8,0.2,3.190542,82162.84255151633,69,0.2123076923076923,2,2,0,1.7043050000000002,1.484804,gbn,True,
exit,exit_hybrid_h0.1_l0.05_n3_t0,hybrid,0.15,3:0,0.0,0.1,0.05,3,20,1.0,0,1380603884,262144,8,0.2,3.188445,82216.8800151798,88,0.2558139534883721,1,1,0,2.735719,0.45132400000000006,sr,True,
exit,exit_hybrid_h0.1_l0.1_n1_t0,hybrid,0.15,3:0,0.0,0.1,0.1,1,20,1.0,0,1380603884,262144,8,0.2,3.177396,82502.77900519797,61,0.19242902208201892,2,2,0,1.0817,2.094003,gbn,True,
exit,exit_hybrid_h0.1_l0.1_n2_t0,hybrid,0.15,3:0,0.0,0.1,0.1,2,20,1.0,0,1380603884,262144,8,0.2,3.178737,82467.97391542616,69,0.2123076923076923,2,2,0,1.694918,1.481627,gbn,True,
exit,exit_hybrid_h0.1_l0.1_n3_t0,hybrid,0.15,3:0,0.0,0.1,0.1,3,20,1.0,0,1380603884,262144,8,0.2,3.046984,86033.92731960522,86,0.25146198830409355,1,1,0,2.7970120000000005,0.24764199999999992,sr,True,
exit,exit_gbn_t1,gbn,0.15,3:0,0.0,,,,,,1,678971383,262144,8,0.2,3.20946,81678.53782256205,120,0.3191489361702128,0,0,0,3.2066619999999997,0.0,gbn,True,
exit,exit_sr_t1,sr,0.15,3:0,0.0,,,,,,1,678971383,262144,8,0.2,3.159414,82972.34866972167,28,0.09859154929577464,0,0,0,0.0,3.1582779999999997,sr,True,
exit,exit_hybrid_h0.1_l0.01_n1_t1,hybrid,0.15,3:0,0.0,0.1,0.01,1,20,1.0,1,678971383,262144,8,0.2,3.162614,82888.39548550661,78,0.23353293413173654,2,2,0,1.6766159999999999,1.4846700000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.01_n2_t1,hybrid,0.15,3:0,0.0,0.1,0.01,2,20,1.0,1,678971383,262144,8,0.2,3.163235,82872.12300066231,78,0.23353293413173654,2,2,0,2.1042629999999996,1.0574030000000003,gbn,True,
exit,exit_hybrid_h0.1_l0.01_n3_t1,hybrid,0.15,3:0,0.0,0.1,0.01,3,20,1.0,1,678971383,262144,8,0.2,3.384619,77451.55363129498,82,0.24260355029585798,1,1,0,3.3297229999999995,0.053682999999999925,sr,True,
exit,exit_hybrid_h0.1_l0.02_n1_t1,hybrid,0.15,3:0,0.0,0.1,0.02,1,20,1.0,1,678971383,262144,8,0.2,3.225342,81276.34216774532,78,0.23353293413173654,2,2,0,1.6952539999999998,1.527719,gbn,True,
exit,exit_hybrid_h0.1_l0.02_n2_t1,hybrid,0.15,3:0,0.0,0.1,0.02,2,20,1.0,1,678971383,262144,8,0.2,3.256044,80509.96853850869,78,0.23353293413173654,2,2,0,2.1583850000000004,1.0963559999999997,gbn,True,
exit,exit_hybrid_h0.1_l0.02_n3_t1,hybrid,0.15,3:0,0.0,0.1,0.02,3,20,1.0,1,678971383,262144,8,0.2,3.419828,76654.14751853017,82,0.24260355029585798,1,1,0,3.3726410000000002,0.045954999999999746,sr,True,
exit,exit_hybrid_h0.1_l0.05_n1_t1,hybrid,0.15,3:0,0.0,0.1,0.05,1,20,1.0,1,678971383,262144,8,0.2,3.17134,82660.3265496604,78,0.23353293413173654,2,2,0,1.685675,1.4841909999999998,gbn,True,
exit,exit_hybrid_h0.1_l0.05_n2_t1,hybrid,0.15,3:0,0.0,0.1,0.05,2,20,1.0,1,678971383,262144,8,0.2,3.177072,82511.19269566445,78,0.23353293413173654,2,2,0,2.1022339999999997,1.073757,gbn,True,
exit,exit_hybrid_h0.1_l0.05_n3_t1,hybrid,0.15,3:0,0.0,0.1,0.05,3,20,1.0,1,678971383,262144,8,0.2,3.376572,77636.13510980959,82,0.24260355029585798,1,1,0,3.3258530000000004,0.049188999999999705,sr,True,
exit,exit_hybrid_h0.1_l0.1_n1_t1,hybrid,0.15,3:0,0.0,0.1,0.1,1,20,1.0,1,678971383,262144,8,0.2,3.184435,82320.41162718032,78,0.23353293413173654,2,2,0,1.7000269999999997,1.4819300000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.1_n2_t1,hybrid,0.15,3:0,0.0,0.1,0.1,2,20,1.0,1,678971383,262144,8,0.2,3.193963,82074.83931404339,78,0.23353293413173654,2,2,0,2.1405459999999996,1.0520870000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.1_n3_t1,hybrid,0.15,3:0,0.0,0.1,0.1,3,20,1.0,1,678971383,262144,8,0.2,3.419692,76657.19602818032,82,0.24260355029585798,1,1,0,3.363354,0.054292999999999925,sr,True,
exit,exit_gbn_t2,gbn,0.15,3:0,0.0,,,,,,2,3744824324,262144,8,0.2,3.240896,80886.27342562056,120,0.3191489361702128,0,0,0,3.238763,0.0,gbn,True,
exit,exit_sr_t2,sr,0.15,3:0,0.0,,,,,,2,3744824324,262144,8,0.2,3.15895,82984.53600088638,25,0.08896797153024912,0,0,0,0.0,3.1566069999999997,sr,True,
exit,exit_hybrid_h0.1_l0.01_n1_t2,hybrid,0.15,3:0,0.0,0.1,0.01,1,20,1.0,2,3744824324,262144,8,0.2,3.160645,82940.03280975876,61,0.19242902208201892,2,2,0,1.275442,1.8830890000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.01_n2_t2,hybrid,0.15,3:0,0.0,0.1,0.01,2,20,1.0,2,3744824324,262144,8,0.2,3.165864,82803.30424806624,92,0.26436781609195403,1,1,0,2.5132830000000004,0.6513339999999999,sr,True,
exit,exit_hybrid_h0.1_l0.01_n3_t2,hybrid,0.15,3:0,0.0,0.1,0.01,3,20,1.0,2,3744824324,262144,8,0.2,3.23418,81054.23940535159,112,0.30434782608695654,1,1,0,3.198812,0.03367799999999965,sr,True,
exit,exit_hybrid_h0.1_l0.02_n1_t2,hybrid,0.15,3:0,0.0,0.1,0.02,1,20,1.0,2,3744824324,262144,8,0.2,3.145031,83351.80161976146,61,0.19242902208201892,2,2,0,1.2671439999999998,1.8767230000000001,gbn,True,
exit,exit_hybrid_h0.1_l0.02_n2_t2,hybrid,0.15,3:0,0.0,0.1,0.02,2,20,1.0,2,3744824324,262144,8,0.2,3.185099,82303.2502286428,92,0.26436781609195403,1,1,0,2.5073239999999997,0.6765630000000002,sr,True,
exit,exit_hybrid_h0.1_l0.02_n3_t2,hybrid,0.15,3:0,0.0,0.1,0.02,3,20,1.0,2,3744824324,262144,8,0.2,3.198673,81953.9852932763,112,0.30434782608695654,1,1,0,3.1551240000000003,0.0422769999999999,sr,True,
exit,exit_hybrid_h0.1_l0.05_n1_t2,hybrid,0.15,3:0,0.0,0.1,0.05,1,20,1.0,2,3744824324,262144,8,0.2,3.160022,82956.38448086753,61,0.19242902208201892,2,2,0,1.25583,1.902214,gbn,True,
exit,exit_hybrid_h0.1_l0.05_n2_t2,hybrid,0.15,3:0,0.0,0.1,0.05,2,20,1.0,2,3744824324,262144,8,0.2,3.184865,82309.29725435772,92,0.26436781609195403,1,1,0,2.5212329999999996,0.662471,sr,True,
exit,exit_hybrid_h0.1_l0.05_n3_t2,hybrid,0.15,3:0,0.0,0.1,0.05,3,20,1.0,2,3744824324,262144,8,0.2,3.198878,81948.73327460441,112,0.30434782608695654,1,1,0,3.157387,0.04034000000000004,sr,True,
exit,exit_hybrid_h0.1_l0.1_n1_t2,hybrid,0.15,3:0,0.0,0.1,0.1,1,20,1.0,2,3744824324,262144,8,0.2,3.171907,82645.55045277179,61,0.19242902208201892,2,2,0,1.2934889999999999,1.8771220000000002,gbn,True,
exit,exit_hybrid_h0.1_l0.1_n2_t2,hybrid,0.15,3:0,0.0,0.1,0.1,2,20,1.0,2,3744824324,262144,8,0.2,3.160375,82947.1186172527,92,0.26436781609195403,1,1,0,2.499082,0.6587100000000001,sr,True,
exit,exit_hybrid_h0.1_l0.1_n3_t2,hybrid,0.15,3:0,0.0,0.1,0.1,3,20,1.0,2,3744824324,262144,8,0.2,3.068621,85427.29779923947,110,0.3005464480874317,1,1,0,3.0370410000000003,0.030377999999999794,sr,True,
flap,flap_gbn_t0,gbn,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,0,2817847012,3145728,8,0.2,14.45526,217618.22340103186,528,0.14666666666666667,0,0,0,14.448353000000001,0.0,gbn,True,
flap,flap_sr_t0,sr,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,0,2817847012,3145728,8,0.2,13.727773,229150.64227824865,71,0.02258988227807827,0,0,0,0.0,13.719405,sr,True,
flap,flap_hybrid_h0.1_l0.02_n1_t0,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,1,20,1.0,0,2817847012,3145728,8,0.2,14.082008,223386.32388221906,239,0.0721836303231652,9,9,0,5.597177000000002,8.471153999999999,sr,True,
flap,flap_hybrid_h0.1_l0.02_n2_t0,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,2,20,1.0,0,2817847012,3145728,8,0.2,13.716509,229338.82083261857,263,0.07886056971514242,7,7,0,6.339014000000001,7.363414999999999,sr,True,
flap,flap_hybrid_h0.1_l0.02_n3_t0,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,3,20,1.0,0,2817847012,3145728,8,0.2,13.739145,228960.9724622602,261,0.0783078307830783,6,6,0,6.145339000000001,7.5869040000000005,gbn,True,
flap,flap_gbn_t1,gbn,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,1,1579063314,3145728,8,0.2,13.815264,227699.44895732717,504,0.14093959731543623,0,0,0,13.806477000000001,0.0,gbn,True,
flap,flap_sr_t1,sr,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,1,1579063314,3145728,8,0.2,12.949372,242925.13953572419,70,0.022278803309993635,0,0,0,0.0,12.938865,sr,True,
flap,flap_hybrid_h0.1_l0.02_n1_t1,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,1,20,1.0,1,1579063314,3145728,8,0.2,13.279104,236893.09158208265,247,0.07442000602591142,9,9,0,5.758936999999998,7.510377000000002,sr,True,
flap,flap_hybrid_h0.1_l0.02_n2_t1,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,2,20,1.0,1,1579063314,3145728,8,0.2,13.460668,233697.7629936345,283,0.08435171385991058,8,8,0,6.8456519999999985,6.6043400000000005,gbn,True,
flap,flap_hybrid_h0.1_l0.02_n3_t1,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,3,20,1.0,1,1579063314,3145728,8,0.2,13.096943,240187.95836555143,185,0.056800736874424315,4,4,0,3.7629760000000005,9.326441999999998,gbn,True,
flap,flap_gbn_t2,gbn,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,2,1616023751,3145728,8,0.2,13.280236,236872.89894547054,480,0.13513513513513514,0,0,0,13.268119,0.0,gbn,True,
flap,flap_sr_t2,sr,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,,,,,,2,1616023751,3145728,8,0.2,12.823491,245309.79902430624,77,0.024452207049857098,0,0,0,0.0,12.816803,sr,True,
flap,flap_hybrid_h0.1_l0.02_n1_t2,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,1,20,1.0,2,1616023751,3145728,8,0.2,12.775157,246237.91316224137,192,0.058823529411764705,6,6,0,3.7782010000000006,8.988211,gbn,True,
flap,flap_hybrid_h0.1_l0.02_n2_t2,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,2,20,1.0,2,1616023751,3145728,8,0.2,12.966296,242608.06632827138,194,0.05939987752602572,6,6,0,3.9747199999999996,8.97862,gbn,True,
flap,flap_hybrid_h0.1_l0.02_n3_t2,hybrid,0.06,2.5:0.01;5:0.06;7.5:0.01;10:0.06;12.5:0.01,0.0,0.1,0.02,3,20,1.0,2,1616023751,3145728,8,0.2,12.959581,242733.77356875967,220,0.06682867557715674,6,6,0,4.676460000000001,8.277851,gbn,True,
confirm,confirm_gbn_L0_t0,gbn,0.0,,0.0,,,,,,0,117366552,262144,8,0.2,0.023664,11077755.240027044,0,0.0,0,0,0,0.022866,0.0,gbn,True,
confirm,confirm_sr_L0_t0,sr,0.0,,0.0,,,,,,0,117366552,262144,8,0.2,0.021852,11996339.007871132,0,0.0,0,0,0,0.0,0.021154,sr,True,
confirm,confirm_fixed-hybrid_L0_t0,fixed-hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,0,117366552,262144,8,0.2,0.027538,9519355.07299005,0,0.0,0,0,0,0.026833,0.0,gbn,True,
confirm,confirm_hybrid_L0_t0,hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,0,117366552,262144,8,0.2,0.028045,9347263.32679622,0,0.0,0,0,0,0.027231,0.0,gbn,True,
confirm,confirm_gbn_L0_t1,gbn,0.0,,0.0,,,,,,1,1052058246,262144,8,0.2,0.023736,11044152.342433434,0,0.0,0,0,0,0.022969000000000003,0.0,gbn,True,
confirm,confirm_sr_L0_t1,sr,0.0,,0.0,,,,,,1,1052058246,262144,8,0.2,0.0263,9967452.47148289,0,0.0,0,0,0,0.0,0.02536,sr,True,
confirm,confirm_fixed-hybrid_L0_t1,fixed-hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,1,1052058246,262144,8,0.2,0.027147,9656462.960916491,0,0.0,0,0,0,0.026128000000000002,0.0,gbn,True,
confirm,confirm_hybrid_L0_t1,hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,1,1052058246,262144,8,0.2,0.023254,11273071.299561366,0,0.0,0,0,0,0.022554,0.0,gbn,True,
confirm,confirm_gbn_L0_t2,gbn,0.0,,0.0,,,,,,2,3508533428,262144,8,0.2,0.023862,10985835.219176933,0,0.0,0,0,0,0.023042000000000003,0.0,gbn,True,
confirm,confirm_sr_L0_t2,sr,0.0,,0.0,,,,,,2,3508533428,262144,8,0.2,0.026536,9878806.150135664,0,0.0,0,0,0,0.0,0.025834,sr,True,
confirm,confirm_fixed-hybrid_L0_t2,fixed-hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,2,3508533428,262144,8,0.2,0.048133,5446242.70251179,0,0.0,0,0,0,0.046938,0.0,gbn,True,
confirm,confirm_hybrid_L0_t2,hybrid,0.0,,0.0,0.1,0.02,3,20,1.0,2,3508533428,262144,8,0.2,0.047861,5477194.375378701,0,0.0,0,0,0,0.046173,0.0,gbn,True,
confirm,confirm_gbn_L0.01_t0,gbn,0.01,,0.0,,,,,,0,2583162397,262144,8,0.2,0.67808,386597.45162812644,24,0.08571428571428572,0,0,0,0.676727,0.0,gbn,True,
confirm,confirm_sr_L0.01_t0,sr,0.01,,0.0,,,,,,0,2583162397,262144,8,0.2,0.462772,566464.6953575411,3,0.011583011583011582,0,0,0,0.0,0.45982900000000004,sr,True,
confirm,confirm_fixed-hybrid_L0.01_t0,fixed-hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,0,2583162397,262144,8,0.2,0.682323,384193.40986600186,24,0.08571428571428572,0,0,0,0.6799069999999999,0.0,gbn,True,
confirm,confirm_hybrid_L0.01_t0,hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,0,2583162397,262144,8,0.2,0.668057,392397.6546911416,24,0.08571428571428572,0,0,0,0.666856,0.0,gbn,True,
confirm,confirm_gbn_L0.01_t1,gbn,0.01,,0.0,,,,,,1,2670291032,262144,8,0.2,0.653323,401247.1625826735,17,0.06227106227106227,0,0,0,0.651704,0.0,gbn,True,
confirm,confirm_sr_L0.01_t1,sr,0.01,,0.0,,,,,,1,2670291032,262144,8,0.2,0.469615,558210.4489848067,2,0.007751937984496124,0,0,0,0.0,0.467959,sr,True,
confirm,confirm_fixed-hybrid_L0.01_t1,fixed-hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,1,2670291032,262144,8,0.2,0.656742,399158.2691528789,17,0.06227106227106227,0,0,0,0.654232,0.0,gbn,True,
confirm,confirm_hybrid_L0.01_t1,hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,1,2670291032,262144,8,0.2,0.678616,386292.1003925637,17,0.06227106227106227,0,0,0,0.676473,0.0,gbn,True,
confirm,confirm_gbn_L0.01_t2,gbn,0.01,,0.0,,,,,,2,2821695095,262144,8,0.2,0.674438,388685.0978147732,24,0.08571428571428572,0,0,0,0.6733,0.0,gbn,True,
confirm,confirm_sr_L0.01_t2,sr,0.01,,0.0,,,,,,2,2821695095,262144,8,0.2,0.672467,389824.33338736324,3,0.011583011583011582,0,0,0,0.0,0.66992,sr,True,
confirm,confirm_fixed-hybrid_L0.01_t2,fixed-hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,2,2821695095,262144,8,0.2,0.683855,383332.72404237743,24,0.08571428571428572,0,0,0,0.682666,0.0,gbn,True,
confirm,confirm_hybrid_L0.01_t2,hybrid,0.01,,0.0,0.1,0.02,3,20,1.0,2,2821695095,262144,8,0.2,0.697165,376014.286431476,24,0.08571428571428572,0,0,0,0.6949620000000001,0.0,gbn,True,
confirm,confirm_gbn_L0.02_t0,gbn,0.02,,0.0,,,,,,0,2129267529,262144,8,0.2,1.302245,201301.59839354345,45,0.14950166112956811,0,0,0,1.2998170000000002,0.0,gbn,True,
confirm,confirm_sr_L0.02_t0,sr,0.02,,0.0,,,,,,0,2129267529,262144,8,0.2,1.065041,246135.12531442454,8,0.030303030303030304,0,0,0,0.0,1.063661,sr,True,
confirm,confirm_fixed-hybrid_L0.02_t0,fixed-hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,0,2129267529,262144,8,0.2,1.496711,175146.70500851536,47,0.1551155115511551,0,1,0,1.494526,0.0,gbn,True,
confirm,confirm_hybrid_L0.02_t0,hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,0,2129267529,262144,8,0.2,1.328408,197336.96274036288,41,0.13804713804713806,1,1,0,1.09957,0.226804,sr,True,
confirm,confirm_gbn_L0.02_t1,gbn,0.02,,0.0,,,,,,1,2251894886,262144,8,0.2,0.881111,297515.2960296716,32,0.1111111111111111,0,0,0,0.879407,0.0,gbn,True,
confirm,confirm_sr_L0.02_t1,sr,0.02,,0.0,,,,,,1,2251894886,262144,8,0.2,0.698946,375056.15598343796,4,0.015384615384615385,0,0,0,0.0,0.6977,sr,True,
confirm,confirm_fixed-hybrid_L0.02_t1,fixed-hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,1,2251894886,262144,8,0.2,0.88238,297087.422652372,32,0.1111111111111111,0,0,0,0.8812170000000001,0.0,gbn,True,
confirm,confirm_hybrid_L0.02_t1,hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,1,2251894886,262144,8,0.2,0.894848,292948.0760978401,32,0.1111111111111111,0,0,0,0.893526,0.0,gbn,True,
confirm,confirm_gbn_L0.02_t2,gbn,0.02,,0.0,,,,,,2,1457806780,262144,8,0.2,0.456793,573879.196922895,16,0.058823529411764705,0,0,0,0.454775,0.0,gbn,True,
confirm,confirm_sr_L0.02_t2,sr,0.02,,0.0,,,,,,2,1457806780,262144,8,0.2,0.471611,555847.9339964505,3,0.011583011583011582,0,0,0,0.0,0.47056600000000004,sr,True,
confirm,confirm_fixed-hybrid_L0.02_t2,fixed-hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,2,1457806780,262144,8,0.2,0.466942,561405.9133682556,16,0.058823529411764705,0,0,0,0.465766,0.0,gbn,True,
confirm,confirm_hybrid_L0.02_t2,hybrid,0.02,,0.0,0.1,0.02,3,20,1.0,2,1457806780,262144,8,0.2,0.452544,579267.4303493141,16,0.058823529411764705,0,0,0,0.45170299999999997,0.0,gbn,True,
confirm,confirm_gbn_L0.05_t0,gbn,0.05,,0.0,,,,,,0,2360410654,262144,8,0.2,3.826548,68506.65403909738,144,0.36,0,0,0,3.82518,0.0,gbn,True,
confirm,confirm_sr_L0.05_t0,sr,0.05,,0.0,,,,,,0,2360410654,262144,8,0.2,2.506412,104589.34923707675,16,0.058823529411764705,0,0,0,0.0,2.505338,sr,True,
